"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"COPA",0.0790376464685204,0.254757371901305,0.259,0.235,1,"COPA"
"PTPN12",0.0796031223242077,0.258178431658646,0.235,0.212,1,"PTPN12"
"MRPL50",0.0796619721090118,0.299270285481402,0.131,0.109,1,"MRPL50"
"PAGR1",0.0805043683309169,-0.351527916119375,0.084,0.102,1,"PAGR1"
"EPB41L4A-AS1",0.0807640756393,-0.26132251482538,0.126,0.147,1,"EPB41L4A-AS1"
"RAB3GAP1",0.0815582419786959,0.417491620706994,0.114,0.096,1,"RAB3GAP1"
"TMEM30A",0.0816378173083646,0.250367200212103,0.199,0.174,1,"TMEM30A"
"CSRP1",0.0824344814294377,0.283946180158744,0.143,0.122,1,"CSRP1"
"RNASEK-C17ORF49",0.0873988212367296,0.295589136042884,0.152,0.131,1,"RNASEK-C17ORF49"
"ICT1",0.0882654825513176,0.272599889518757,0.104,0.085,1,"ICT1"
"PSMD10",0.0889153239137612,0.27879800013391,0.103,0.084,1,"PSMD10"
"RNF41",0.0897928307126139,-0.268851407721415,0.082,0.1,1,"RNF41"
"PIK3CB",0.09297250197763,0.466741764618176,0.105,0.088,1,"PIK3CB"
"AHCY",0.0938873644982888,0.252202352635366,0.112,0.094,1,"AHCY"
"PLXNB2",0.0944726733716961,-0.303026035337591,0.119,0.138,1,"PLXNB2"
"NOLC1",0.0950248188697552,0.409647750544217,0.1,0.082,1,"NOLC1"
"HNRNPUL2",0.0950632172992201,-0.278700054894863,0.128,0.147,1,"HNRNPUL2"
"C5ORF15",0.0951076679226472,0.523070951436133,0.134,0.117,1,"C5ORF15"
"TBC1D7",0.0955253293546472,0.320108984797259,0.104,0.086,1,"TBC1D7"
"AQP9",0.0956785004447978,0.36539464343718,0.212,0.194,1,"AQP9"
"SRRT",0.0957009567556594,0.637283774914025,0.105,0.089,1,"SRRT"
"ZNF622",0.0957912904462657,0.271761419996233,0.145,0.124,1,"ZNF622"
"TBC1D22A",0.0991927017995251,0.284209624552101,0.127,0.106,1,"TBC1D22A"
"UBE2Z",0.100961913232447,0.343374504122364,0.118,0.1,1,"UBE2Z"
"EMG1",0.101222452934259,0.277521083440117,0.134,0.114,1,"EMG1"
"UTP18",0.10902918766128,0.261331034965519,0.156,0.135,1,"UTP18"
"PRR34-AS1",0.110148128741789,0.272389848132802,0.104,0.086,1,"PRR34-AS1"
"GPRIN3",0.113352959206285,0.267472975859871,0.149,0.13,1,"GPRIN3"
"IP6K2",0.113916748900478,0.287037104941125,0.103,0.086,1,"IP6K2"
"SNX29",0.113967381925112,-0.295732508431407,0.122,0.14,1,"SNX29"
"CUL4A",0.114712425190324,-0.394260412135371,0.084,0.1,1,"CUL4A"
"FILIP1L",0.11634230473043,-0.327415371221567,0.143,0.117,1,"FILIP1L"
"LPXN",0.117075115467178,0.285738166205719,0.269,0.253,1,"LPXN"
"FAR1",0.118455001536401,-0.316419518818821,0.108,0.125,1,"FAR1"
"PITHD1",0.120622527644456,-0.373617116377106,0.135,0.153,1,"PITHD1"
"YIPF5",0.122465822266476,0.258839052133584,0.116,0.098,1,"YIPF5"
"DDA1",0.124788406098637,0.296184344305936,0.137,0.118,1,"DDA1"
"SLC4A7",0.125599590651298,0.268703281914284,0.168,0.148,1,"SLC4A7"
"FBXW11",0.125622126665093,0.251790369612904,0.103,0.086,1,"FBXW11"
"RBM5",0.130936671817426,0.250748143768295,0.163,0.144,1,"RBM5"
"RFC2",0.132739207541096,-0.268876436839844,0.085,0.1,1,"RFC2"
"EHMT1",0.135269391421381,-0.266334075444028,0.095,0.111,1,"EHMT1"
"NXF1",0.135811867380351,0.436552324323125,0.16,0.143,1,"NXF1"
"TOPORS-AS1",0.136353984619302,-0.270299285391321,0.088,0.103,1,"TOPORS-AS1"
"UBA2",0.13690842754046,0.36609205380425,0.128,0.111,1,"UBA2"
"GPATCH2L",0.137337252194384,0.257332644330352,0.153,0.135,1,"GPATCH2L"
"KCNMB1",0.137489635001828,0.334259117364097,0.1,0.085,1,"KCNMB1"
"BECN1",0.138721049127221,-0.254518491800303,0.147,0.166,1,"BECN1"
"OSM",0.138789444493008,0.370703600794802,0.24,0.222,1,"OSM"
"ZNF22",0.141886131385088,0.419711555614658,0.116,0.101,1,"ZNF22"
"PEPD",0.143109205106114,-0.286900208778044,0.229,0.244,1,"PEPD"
"STYXL1",0.143624075419053,-0.333084423268681,0.088,0.103,1,"STYXL1"
"NSMCE1",0.146787451479194,0.270453047707757,0.299,0.28,1,"NSMCE1"
"CRYZL1",0.147137549160667,-0.322319874887991,0.095,0.111,1,"CRYZL1"
"GPAA1",0.150893779770979,-0.255398725015346,0.134,0.151,1,"GPAA1"
"UBA3",0.153156738968595,0.323435162953807,0.115,0.1,1,"UBA3"
"RNF146",0.154105598292604,-0.284869727703551,0.086,0.1,1,"RNF146"
"NBN",0.158153491184422,0.293810160549182,0.195,0.178,1,"NBN"
"CNPPD1",0.159425107098802,-0.259602354271443,0.095,0.11,1,"CNPPD1"
"LRP10",0.159930172517811,0.3044248072043,0.125,0.109,1,"LRP10"
"TM2D1",0.160580993931217,-0.324183756065709,0.162,0.177,1,"TM2D1"
"HES1",0.163715185877785,0.259221584081751,0.283,0.27,1,"HES1"
"NR1H2",0.16497689945792,-0.324443993131528,0.177,0.192,1,"NR1H2"
"SPPL3",0.168940938781685,-0.294140364939386,0.1,0.114,1,"SPPL3"
"DNAJC2",0.171717847547755,0.266158768587904,0.167,0.151,1,"DNAJC2"
"IVNS1ABP",0.174656581052954,0.251286997940381,0.366,0.352,1,"IVNS1ABP"
"ACLY",0.17483473830004,-0.300103179979669,0.091,0.105,1,"ACLY"
"RUFY1",0.181626653458297,-0.274777478863411,0.09,0.104,1,"RUFY1"
"MRPS25",0.184268089928708,0.281348625639957,0.14,0.124,1,"MRPS25"
"PLA2G7",0.187147265610996,0.289897507249026,0.246,0.233,1,"PLA2G7"
"ALDH16A1",0.188583152562689,-0.338429636021629,0.091,0.105,1,"ALDH16A1"
"NDRG2",0.191460033095425,-0.5548550156016,0.128,0.14,1,"NDRG2"
"MRPL34",0.192810215004032,0.254825766232786,0.182,0.167,1,"MRPL34"
"SEL1L",0.193828719703433,0.265062402699039,0.137,0.122,1,"SEL1L"
"SLC35E1",0.202231492353631,0.408834807293083,0.102,0.09,1,"SLC35E1"
"PACSIN2",0.202580899395246,0.251545301988334,0.144,0.129,1,"PACSIN2"
"TMEM87A",0.20420802542011,0.313679303533415,0.145,0.131,1,"TMEM87A"
"TRNAU1AP",0.205014241462731,0.317009577688039,0.105,0.092,1,"TRNAU1AP"
"SNHG7",0.206479919225357,0.437516407928756,0.118,0.105,1,"SNHG7"
"TTYH3",0.206599158525532,-0.338028923856217,0.2,0.21,1,"TTYH3"
"AP1M1",0.211133184194495,0.282958491155856,0.103,0.09,1,"AP1M1"
"ME2",0.215059922492359,0.252794632805661,0.156,0.141,1,"ME2"
"DRAM1",0.21753354619408,0.250836271618502,0.143,0.127,1,"DRAM1"
"BORCS8",0.21871972866014,-0.275005256079059,0.092,0.104,1,"BORCS8"
"SIGLEC7",0.220076189352803,0.25271807273328,0.136,0.121,1,"SIGLEC7"
"COQ2",0.220332090596158,-0.332490734561742,0.12,0.132,1,"COQ2"
"COA4",0.233972251162765,0.332061438488184,0.186,0.175,1,"COA4"
"UBR5",0.244464437558054,0.305753673940152,0.125,0.113,1,"UBR5"
"INTS10",0.247434673082092,-0.277936701052207,0.104,0.116,1,"INTS10"
"GDE1",0.26781090135387,-0.252833975206596,0.107,0.119,1,"GDE1"
"TMEM248",0.272049947010657,0.25374260307908,0.172,0.159,1,"TMEM248"
"TXNDC15",0.286265014887622,0.281285400758484,0.15,0.139,1,"TXNDC15"
"MB21D1",0.289570046882243,0.506129518376781,0.111,0.101,1,"MB21D1"
"TMOD3",0.299263063271379,0.266352027988971,0.256,0.25,1,"TMOD3"
"NAA50",0.302125936800548,0.276906018192266,0.153,0.141,1,"NAA50"
"MITF",0.319673790011341,-0.290198896547754,0.132,0.117,1,"MITF"
"DAP",0.325076956615516,0.31813028688765,0.15,0.14,1,"DAP"
"SNX20",0.339169123615277,0.323419747445381,0.095,0.108,1,"SNX20"
"CCL2",0.348215638479252,0.729710784934202,0.137,0.13,1,"CCL2"
"MRPL19",0.348892287656366,0.257343979273616,0.12,0.109,1,"MRPL19"
"HPGD",0.360258771736122,-0.4522141353361,0.093,0.101,1,"HPGD"
"ANKRD28",0.363986999221891,-0.276872385892878,0.235,0.211,1,"ANKRD28"
"ZCCHC11",0.371737836757351,0.31892935962051,0.119,0.11,1,"ZCCHC11"
"PEX16",0.378149288084259,-0.265171001910167,0.102,0.11,1,"PEX16"
"NGDN",0.398505759970093,-0.257911506287639,0.099,0.107,1,"NGDN"
"NTAN1",0.411268535155733,-0.314588254797217,0.122,0.129,1,"NTAN1"
"HECTD1",0.428559012208082,0.275866138854235,0.143,0.136,1,"HECTD1"
"EEF1E1",0.430212954368989,0.342813233154585,0.149,0.143,1,"EEF1E1"
"TAB2",0.433206348893088,0.259033087967186,0.109,0.1,1,"TAB2"
"APOBEC3G",0.441822086215479,0.262126000984766,0.106,0.099,1,"APOBEC3G"
"UNC50",0.442383686208884,-0.306233015443513,0.114,0.12,1,"UNC50"
"NIFK",0.449090304302138,0.258882765784827,0.163,0.157,1,"NIFK"
"CBFB",0.469913826886357,0.299157770783447,0.108,0.101,1,"CBFB"
"TGIF1",0.506774620378635,-0.283850421901889,0.35,0.307,1,"TGIF1"
"NFKBIB",0.516909243718864,-0.280469926649305,0.11,0.116,1,"NFKBIB"
"PQLC1",0.531457090170562,-0.251740810524964,0.094,0.1,1,"PQLC1"
"WDR70",0.550848410441866,0.251371797073024,0.106,0.1,1,"WDR70"
"NRIP1",0.560413886198744,0.290021531660444,0.121,0.116,1,"NRIP1"
"ZNF90",0.586978803141463,0.304312484245937,0.16,0.176,1,"ZNF90"
"TOR1AIP2",0.602212049440335,0.294575515523469,0.118,0.114,1,"TOR1AIP2"
"LAT",0.64127075986947,-0.258980426549163,0.102,0.105,1,"LAT"
"VWA5A",0.705080164375841,-0.292494097450273,0.118,0.109,1,"VWA5A"
"SIK1",0.7437069335998,-0.275663833704695,0.177,0.163,1,"SIK1"
"DDX60L",0.748679261575115,0.288483025168736,0.114,0.121,1,"DDX60L"
"LEO1",0.798625689390085,-0.447181734743017,0.107,0.108,1,"LEO1"
"PLTP",0.817168492495219,-0.581516195583807,0.168,0.159,1,"PLTP"
"FH",0.82196774013916,-0.282870935065928,0.105,0.106,1,"FH"
"GATA2",0.82865141484158,-0.344027625396005,0.105,0.098,1,"GATA2"
"GLMP",0.852624606104188,-0.418153881193047,0.155,0.147,1,"GLMP"
"HIST1H1C",0.853463263223784,0.464083303795184,0.123,0.131,1,"HIST1H1C"
"RELT",0.887659322096057,0.288192575029006,0.127,0.132,1,"RELT"
"RNF168",0.910408583203976,0.294005024323919,0.107,0.108,1,"RNF168"
"SLAMF7",0.914027549611733,0.261912926291845,0.119,0.123,1,"SLAMF7"
"TSPAN4",0.995930090805775,-0.411295288916876,0.217,0.199,1,"TSPAN4"
